Make,Model,Year,Kilometer,Color,Owner,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,2012,53000,Grey,First,4370.0,1700.0,1475.0,5.0,43.0,380000
Renault,Kwid 1.0 RXT [2016-2019],2016,34736,Red,First,3679.0,1579.0,1478.0,5.0,28.0,295000
Tata,Harrier XZ,2020,14400,Silver,First,4598.0,1894.0,1706.0,5.0,50.0,1750000
Mahindra,Thar CRDe 4x4 Non AC,2015,85000,Green,Second,3920.0,1710.0,1930.0,7.0,60.0,525000
Audi,A3 35 TFSI Premium Plus,2018,77590,Blue,First,4456.0,1796.0,1416.0,5.0,50.0,2180000
Ford,Mustang GT Fastback 5.0L v8,2017,25000,Black,Third,4784.0,2080.0,1391.0,4.0,60.9,8000000
Jaguar,F-Pace Prestige,2018,40545,Grey,First,4731.0,2071.0,1651.0,5.0,82.0,4325000
Maruti Suzuki,Ritz Vdi BS-IV,2009,80000,Silver,4 or More,3715.0,1680.0,1620.0,5.0,43.0,120000
Maruti Suzuki,Alto LXi CNG,2009,56852,Gold,Second,3495.0,1475.0,1460.0,5.0,35.0,155000
Maruti Suzuki,DZire ZXi Plus AMT,2018,42000,Blue,First,3995.0,1735.0,1515.0,5.0,37.0,735000
Skoda,Rapid Style 1.6 MPI AT,2018,55000,Grey,Second,4413.0,1699.0,1466.0,5.0,55.0,900000
Skoda,Superb Elegance 1.8 TSI AT,2014,53000,White,Second,4838.0,1817.0,1482.0,5.0,60.0,795000
MINI,Cooper D 3 Door,2018,17000,Green,First,3821.0,1727.0,1414.0,5.0,44.0,3300000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2020,50000,White,First,4795.0,1855.0,1835.0,7.0,80.0,3775000
Mahindra,Xylo D4,2012,70000,White,Third,4520.0,1850.0,1895.0,8.0,55.0,325000
Maruti Suzuki,Vitara Brezza VDi,2017,75793,White,First,3995.0,1790.0,1640.0,5.0,48.0,725000
Volvo,S60 Kinetic D4,2012,89311,White,First,4635.0,1865.0,1484.0,5.0,67.5,994999
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],2018,80000,Grey,First,3995.0,1790.0,1640.0,5.0,48.0,785000
Porsche,Macan S [2019-2020],2020,38000,Blue,First,4696.0,1923.0,1624.0,5.0,65.0,7500000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2019,69500,White,Second,4795.0,1855.0,1835.0,7.0,80.0,2799000
Maruti Suzuki,Wagon R VXI,2018,66794,Others,First,3599.0,1495.0,1700.0,5.0,35.0,390000
Porsche,Macan Base [2019-2020],2019,27000,Red,First,4696.0,1923.0,1624.0,5.0,65.0,9000000
Maruti Suzuki,Baleno Zeta 1.2 AT,2017,35616,Blue,First,3995.0,1745.0,1500.0,5.0,37.0,675000
Maruti Suzuki,Eeco 5 STR [2014-2019],2015,64000,Blue,First,3675.0,1475.0,1800.0,5.0,40.0,320000
Maruti Suzuki,Baleno Zeta 1.2 AT,2020,7000,Maroon,First,3995.0,1745.0,1500.0,5.0,37.0,840000
Maruti Suzuki,Wagon R VXI,2015,45000,Brown,First,3599.0,1495.0,1700.0,5.0,35.0,310000
Maruti Suzuki,Ertiga LXI,2017,9000,Grey,First,4296.0,1695.0,1685.0,7.0,45.0,795000
Maruti Suzuki,Wagon R LXI CNG,2015,67738,White,Second,3599.0,1495.0,1700.0,5.0,35.0,310000
Toyota,Glanza G,2021,11030,Blue,First,3995.0,1745.0,1510.0,5.0,37.0,860000
Hyundai,i10 Magna 1.2 Kappa2,2015,49123,White,First,3585.0,1595.0,1550.0,5.0,35.0,390000
Maruti Suzuki,Swift DZire LDI,2018,46000,White,First,3995.0,1695.0,1555.0,5.0,42.0,520000
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],2018,64000,White,First,3995.0,1790.0,1640.0,5.0,48.0,675000
Maruti Suzuki,S-Presso VXi,2021,7942,Red,First,3565.0,1520.0,1564.0,5.0,27.0,475000
Maruti Suzuki,Alto 800 Lxi,2017,52100,White,First,3395.0,1490.0,1475.0,5.0,35.0,265000
Skoda,Rapid Ambition 1.6 TDI CR MT,2019,32809,Silver,First,4386.0,1699.0,1466.0,5.0,55.0,950000
Toyota,Fortuner 3.0 4x2 AT,2014,101000,White,First,4705.0,1840.0,1850.0,7.0,80.0,1750000
Audi,A3 35 TDI Premium Plus + Sunroof,2016,40500,White,First,4456.0,1796.0,1416.0,5.0,50.0,2225000
Jeep,Compass Sport 1.4 Petrol,2021,25700,Black,First,4395.0,1818.0,1640.0,5.0,60.0,1748999
Mercedes-Benz,M-Class ML 250 CDI,2014,85000,White,Second,4804.0,2141.0,1796.0,5.0,70.0,2250000
Hyundai,Elite i20 Asta 1.2 (O) [2016],2017,17268,Red,First,3985.0,1734.0,1505.0,5.0,45.0,690000
Maruti Suzuki,Baleno Zeta 1.2,2017,68000,Brown,First,3995.0,1745.0,1500.0,5.0,37.0,561000
Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],2020,57000,White,First,4395.0,1818.0,1640.0,5.0,60.0,1580000
Maruti Suzuki,Swift DZire VXI AT,2017,44100,Silver,First,3995.0,1695.0,1555.0,5.0,42.0,595000
Hyundai,i20 Asta 1.2,2009,115000,Blue,Third,3940.0,1710.0,1505.0,5.0,45.0,235000
Hyundai,i20 Magna (O) 1.2,2014,23000,Brown,First,3995.0,1710.0,1505.0,5.0,45.0,450000
Mercedes-Benz,GLE 250 d,2018,95786,Black,First,4819.0,2141.0,1796.0,5.0,93.0,4590000
Audi,Q3 35 TDI Technology,2016,95401,Black,First,4385.0,1831.0,1608.0,5.0,64.0,2150000
Kia,Seltos GTX Plus 1.4 DCT,2020,7000,Black,First,4315.0,1800.0,1645.0,5.0,50.0,1850000
Hyundai,Elantra SX (O) 2.0 AT,2017,24000,White,First,4620.0,1800.0,1465.0,5.0,50.0,1175000
Maruti Suzuki,Wagon R VXi,2012,68000,White,First,3539.0,1495.0,1700.0,5.0,35.0,250000
Hyundai,Accent Executive,2015,41273,White,First,4250.0,1670.0,1370.0,5.0,45.0,400000
Hyundai,Creta SX 1.6 CRDi,2018,65954,Red,First,4270.0,1780.0,1665.0,5.0,55.0,1100000
Hyundai,i10 Sportz 1.2 Kappa2,2016,28000,Maroon,First,3585.0,1595.0,1550.0,5.0,35.0,395000
Maruti Suzuki,S-Presso VXi Plus,2021,38848,Silver,First,3565.0,1520.0,1564.0,5.0,27.0,425000
Toyota,Innova 2.4 ZX 7 STR [2016-2020],2017,30000,Maroon,First,4735.0,1830.0,1795.0,7.0,55.0,2190000
Lexus,ES 300h Exquisite [2020-2021],2020,27000,Blue,First,4975.0,1865.0,1445.0,5.0,50.0,4800000
Maruti Suzuki,Swift DZire LXI (O),2017,69000,Grey,First,3995.0,1695.0,1555.0,5.0,42.0,421000
Hyundai,i20 Active 1.2 SX,2016,22700,Red,First,3995.0,1760.0,1555.0,5.0,45.0,560000
Audi,Q3 35 TDI quattro Technology,2019,41000,White,Second,4385.0,1831.0,1608.0,5.0,64.0,3250000
Mahindra,Scorpio S10,2014,100000,Red,Second,4456.0,1820.0,1995.0,8.0,60.0,875000
Maruti Suzuki,Ciaz Alpha 1.4 MT,2018,13066,Grey,First,4490.0,1730.0,1485.0,5.0,43.0,899000
Renault,Duster 85 PS RxL,2015,75000,Black,First,4315.0,1822.0,1695.0,5.0,50.0,425000
Maruti Suzuki,S-Presso VXi (O),2019,53241,Grey,First,3565.0,1520.0,1564.0,5.0,27.0,425000
MINI,Countryman Cooper S JCW Inspired,2021,12000,Green,First,4299.0,1822.0,1557.0,5.0,47.0,3875000
Honda,City 1.5 S MT,2013,65000,Brown,First,4440.0,1695.0,1485.0,5.0,42.0,500000
Toyota,Fortuner 3.0 4x2 MT,2012,97000,White,Second,4705.0,1840.0,1850.0,7.0,80.0,1225000
Toyota,Innova 2.7 ZX AT 7 STR,2017,49000,Maroon,Second,4735.0,1830.0,1795.0,7.0,65.0,1789999
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],2013,64000,White,First,3515.0,1500.0,1510.0,5.0,32.0,240000
Honda,Amaze 1.5 VX i-DTEC,2019,56000,White,First,3990.0,1680.0,1505.0,5.0,35.0,935000
Maruti Suzuki,Baleno Alpha Automatic,2018,39000,Red,First,3995.0,1745.0,1510.0,5.0,37.0,775000
Mahindra,Scorpio S4 1.99 [2016-2017],2017,55000,White,Second,4456.0,1820.0,1995.0,8.0,60.0,950000
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,2018,53000,White,Second,3765.0,1660.0,1520.0,5.0,43.0,549000
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],2021,1374,Grey,First,3675.0,1475.0,1800.0,5.0,40.0,645000
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],2018,68000,White,First,4686.0,1810.0,1442.0,5.0,66.0,3400000
Hyundai,Elite i20 Sportz 1.2 [2016-2017],2019,35000,Grey,First,3985.0,1734.0,1505.0,5.0,45.0,645000
BMW,5-Series 520d M Sport,2016,39000,White,First,4899.0,2094.0,1464.0,5.0,65.0,2600000
Audi,A4 2.0 TDI (177bhp) Premium,2011,62000,White,First,4701.0,1826.0,1427.0,5.0,63.0,1375000
Honda,City V CVT Petrol [2017-2019],2021,11000,Black,First,4440.0,1695.0,1495.0,5.0,40.0,1340000
Maruti Suzuki,Swift ZXi Plus [2018-2019],2020,11000,White,First,3840.0,1735.0,1530.0,5.0,37.0,840000
Maruti Suzuki,Swift DZire VXI,2014,102000,Grey,Second,3995.0,1695.0,1555.0,5.0,42.0,525000
Maruti Suzuki,Eeco 7 STR STD (O),2022,7000,Grey,First,3675.0,1475.0,1825.0,7.0,40.0,625000
Hyundai,Eon Sportz,2012,20000,Grey,First,3495.0,1550.0,1500.0,5.0,32.0,215000
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],2019,25000,Silver,First,3765.0,1660.0,1520.0,5.0,43.0,595000
Audi,A4 Premium Plus 40 TFSI,2022,22000,White,First,4762.0,1847.0,1433.0,5.0,54.0,4150000
Maruti Suzuki,Swift VDi,2018,65000,Blue,First,3840.0,1735.0,1530.0,5.0,37.0,750000
Ford,Ecosport Titanium 1.5 Ti-VCT,2013,47000,Black,First,3999.0,1765.0,1708.0,5.0,52.0,550000
Renault,Duster 110 PS RXZ 4X2 MT Diesel,2016,2000000,White,First,4315.0,1822.0,1695.0,5.0,50.0,450000
Jaguar,XE Prestige Diesel,2018,45545,Red,Second,4795.0,1967.0,1416.0,5.0,56.0,2700000
Mercedes-Benz,GLE 350 d,2018,18000,Black,First,4819.0,2141.0,1796.0,5.0,93.0,6150000
Volkswagen,Polo Comfortline 1.2L (P),2014,72782,Grey,First,3970.0,1682.0,1453.0,5.0,45.0,565000
Maruti Suzuki,Alto VXi [2014-2019],2017,16800,Grey,First,3545.0,1490.0,1475.0,5.0,35.0,369000
Toyota,Yaris V CVT,2019,40900,Red,First,4425.0,1730.0,1495.0,5.0,42.0,1090000
Honda,WR-V VX MT Petrol,2017,39000,White,First,3999.0,1734.0,1601.0,5.0,40.0,580000
BMW,X1 sDrive20d xLine,2016,77000,Black,First,4454.0,2044.0,1545.0,5.0,63.0,2199000
Mahindra,Scorpio S11 2WD 7 STR,2018,120000,Black,Second,4456.0,1820.0,1995.0,7.0,60.0,1251000
Honda,Amaze 1.2 SX i-VTEC,2017,38700,Maroon,First,3990.0,1680.0,1505.0,5.0,35.0,540000
Maruti Suzuki,XL6 Zeta MT Petrol,2021,7239,White,First,4445.0,1775.0,1700.0,6.0,45.0,1245000
BMW,3-Series 330i M Sport Edition,2020,14000,White,First,4633.0,1811.0,1429.0,5.0,57.0,4749000
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,2014,76000,White,First,3765.0,1660.0,1520.0,5.0,43.0,365000
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],2020,11000,Blue,First,4526.0,1800.0,1420.0,5.0,50.0,4300000
Maruti Suzuki,Vitara Brezza VDi,2019,81300,White,First,3995.0,1790.0,1640.0,5.0,48.0,825000
Volkswagen,Polo GT TDI,2013,76000,White,First,3970.0,1682.0,1453.0,5.0,45.0,325000
Tata,Tiago Revotron XM (O) [2016-2019],2018,91460,Black,First,3746.0,1647.0,1535.0,5.0,35.0,400000
Land Rover,Evoque HSE Dynamic,2018,45000,Blue,First,4360.0,2120.0,1635.0,5.0,57.0,3600000
Mahindra,Scorpio LX BS-IV,2013,47000,White,First,4430.0,1817.0,1975.0,8.0,60.0,671000
Mercedes-Benz,GLC 220 d Progressive,2018,50000,Blue,First,4656.0,1890.0,1639.0,5.0,66.0,3400000
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,2017,60500,White,First,4390.0,1699.0,1467.0,5.0,55.0,775000
Mercedes-Benz,M-Class 350 CDI,2014,81000,Grey,First,4781.0,1911.0,1774.0,5.0,95.0,2150000
Ford,Ikon DuraTorq 1.4 TDCi,2009,88000,White,First,4145.0,1632.0,1440.0,5.0,43.0,145000
MINI,Cooper D 5 Door,2020,19759,Blue,First,3982.0,1727.0,1425.0,5.0,44.0,3590000
Toyota,Corolla Altis 1.8 G,2011,77000,Silver,First,4540.0,1760.0,1480.0,5.0,55.0,375000
Hyundai,Verna Fluidic 1.6 VTVT SX AT,2015,58200,Silver,First,4370.0,1700.0,1475.0,5.0,43.0,645000
Toyota,Vellfire Hybrid,2022,4000,Black,First,4935.0,1850.0,1895.0,7.0,58.0,11500000
Maruti Suzuki,Celerio ZXi,2015,42000,White,First,3600.0,1600.0,1560.0,5.0,35.0,509999
Hyundai,Elantra 1.8 SX AT,2013,63000,Silver,First,4530.0,1775.0,1470.0,5.0,56.0,545000
Honda,City V,2018,42855,Brown,First,4440.0,1695.0,1495.0,5.0,40.0,835000
Renault,Duster 85 PS RXS 4X2 MT Diesel,2018,24000,Brown,First,4315.0,1822.0,1695.0,5.0,50.0,960000
Maruti Suzuki,Celerio VXi [2019-2020],2019,34000,White,First,3695.0,1600.0,1560.0,5.0,35.0,540000
Kia,Seltos HTK Plus 1.5 iMT,2022,9500,White,First,4315.0,1800.0,1637.0,5.0,50.0,1475000
Jaguar,XJ 3.0 V6 Portfolio,2014,32000,Brown,Second,5252.0,1899.0,1457.0,5.0,83.0,3600000
Hyundai,Verna 1.6 CRDI SX (O),2018,97000,White,First,4375.0,1700.0,1475.0,5.0,43.0,1175000
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,2014,72900,Blue,Second,4370.0,1700.0,1475.0,5.0,43.0,475000
Audi,Q8 Celebration,2021,28000,Silver,First,4986.0,1995.0,1705.0,5.0,85.0,9900000
Maruti Suzuki,Swift LXi,2022,6000,White,First,3845.0,1735.0,1530.0,5.0,37.0,650000
BMW,X4 xDrive30d M Sport X [2019-2020],2021,24500,Red,First,4752.0,1918.0,1621.0,5.0,68.0,6100000
Hyundai,i10 Sportz 1.2 AT Kappa2,2013,41000,White,First,3585.0,1595.0,1550.0,5.0,35.0,370000
Honda,City VX (O) MT BL,2018,50000,Silver,First,4440.0,1695.0,1495.0,5.0,40.0,875000
Maruti Suzuki,DZire VDi AMT,2018,66000,Red,First,3995.0,1735.0,1515.0,5.0,37.0,695000
Tata,Harrier XZA Plus,2022,38000,Black,First,4598.0,1894.0,1706.0,5.0,50.0,2275000
Jeep,Compass Model S (O) 1.4 Petrol DCT,2021,17000,Blue,First,4405.0,1818.0,1640.0,5.0,60.0,2700000
Hyundai,Verna Fluidic 1.6 CRDi SX,2014,74000,Grey,First,4370.0,1700.0,1475.0,5.0,43.0,545000
Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],2021,22000,White,First,3655.0,1620.0,1675.0,5.0,32.0,540000
Skoda,Rapid Style 1.6 MPI AT,2018,20690,Red,First,4413.0,1699.0,1466.0,5.0,55.0,1099000
Hyundai,Verna 1.6 CRDI SX,2019,40000,White,First,4375.0,1700.0,1475.0,5.0,43.0,1125000
Hyundai,Creta 1.6 SX Plus AT Petrol,2018,50000,White,First,4270.0,1780.0,1630.0,5.0,60.0,1299000
BMW,X6 xDrive40i M Sport,2021,20000,Red,First,4935.0,2004.0,1696.0,5.0,83.0,10800000
Maruti Suzuki,XL6 Alpha AT Petrol,2020,47248,Blue,First,4445.0,1775.0,1700.0,6.0,45.0,1190000
Tata,Tigor XZA Plus,2021,9000,Brown,First,3993.0,1677.0,1532.0,5.0,35.0,795000
Hyundai,Verna Fluidic 1.6 CRDi SX,2013,78000,White,Second,4370.0,1700.0,1475.0,5.0,43.0,459999
Audi,A6 35 TDI Matrix,2018,51000,Red,First,4933.0,1874.0,1455.0,5.0,75.0,3400000
Hyundai,Creta E Plus 1.6 Petrol,2018,34841,White,First,4270.0,1780.0,1665.0,5.0,55.0,1050000
Hyundai,i20 Magna 1.2,2014,46000,Maroon,First,3995.0,1710.0,1505.0,5.0,45.0,385000
Honda,City S Diesel,2015,61000,Grey,First,4440.0,1695.0,1495.0,5.0,40.0,585000
Audi,A3 35 TDI Premium + Sunroof,2014,55000,White,First,4456.0,1796.0,1416.0,5.0,50.0,1650000
Maruti Suzuki,Swift VXi [2014-2017],2020,58736,Blue,First,3850.0,1695.0,1530.0,5.0,42.0,625000
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],2019,34000,Blue,First,4490.0,1730.0,1485.0,5.0,43.0,910000
Mahindra,XUV500 W11,2018,47000,White,First,4585.0,1890.0,1785.0,7.0,70.0,1275000
Hyundai,Elite i20 Magna 1.2 [2016-2017],2017,47000,Grey,First,3985.0,1734.0,1505.0,5.0,45.0,585000
Mahindra,Thar CRDe 4x4 Non AC,2017,79000,Green,First,3920.0,1710.0,1930.0,7.0,60.0,1035000
Hyundai,Elite i20 Asta 1.2 IVT,2021,12020,White,First,3995.0,1775.0,1505.0,5.0,37.0,1075000
Hyundai,Creta SX 1.5 Diesel [2020-2022],2020,7000,White,First,4300.0,1790.0,1635.0,5.0,50.0,1650000
Audi,A4 2.0 TDI (143bhp),2014,15000,Red,First,4701.0,1826.0,1427.0,5.0,63.0,1575000
BMW,X3 xDrive20d,2014,82000,White,Second,4648.0,1881.0,1661.0,5.0,67.0,1950000
BMW,5-Series 520d Luxury Line [2017-2019],2022,6000,Grey,First,4936.0,1868.0,1479.0,5.0,65.0,6390000
Hyundai,Creta 1.4 S Plus,2019,68000,White,First,4270.0,1780.0,1630.0,5.0,60.0,1080000
Audi,Q7 45 TDI Premium Plus,2017,24000,White,First,5052.0,1968.0,1740.0,7.0,75.0,5500000
Hyundai,Venue SX (O) 1.5 CRDi,2020,56000,Blue,First,3995.0,1770.0,1605.0,5.0,45.0,1080000
Mahindra,XUV500 W6,2015,25000,Grey,First,4585.0,1890.0,1785.0,7.0,70.0,800000
Datsun,Go Plus T,2017,34000,Brown,First,3995.0,1635.0,1490.0,7.0,35.0,335000
Hyundai,Venue SX 1.0 Turbo iMT,2021,10700,White,First,3995.0,1770.0,1605.0,5.0,45.0,1185000
Hyundai,Elite i20 Sportz 1.2 IVT,2021,25000,White,First,3995.0,1775.0,1505.0,5.0,37.0,894999
Honda,Amaze 1.2 S CVT Petrol [2018-2020],2019,54000,White,Second,3995.0,1695.0,1501.0,5.0,35.0,650000
Hyundai,i20 Sportz 1.4 CRDI,2014,75000,Maroon,First,3940.0,1710.0,1505.0,5.0,45.0,550000
Maruti Suzuki,Baleno Delta 1.3,2016,88000,Blue,First,3995.0,1745.0,1500.0,5.0,37.0,550000
Audi,Q3 35 TDI Premium + Sunroof,2016,139000,White,Second,4385.0,1831.0,1608.0,5.0,64.0,1650000
Skoda,Kushaq Style 1.0L TSI MT,2022,1300,Red,First,4225.0,1760.0,1612.0,5.0,50.0,1600000
Hyundai,Verna 1.6 VTVT SX (O),2019,20000,Black,First,4375.0,1700.0,1475.0,5.0,43.0,1175000
Mitsubishi,Pajero Select Plus AT,2018,122000,Silver,First,4695.0,1815.0,1840.0,7.0,70.0,1995000
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],2016,38000,Silver,First,3985.0,1734.0,1505.0,5.0,45.0,575000
MG,Hector Sharp 2.0 Diesel Turbo MT,2021,18500,Red,First,4655.0,1835.0,1760.0,5.0,60.0,1975000
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],2022,27800,White,First,4300.0,1790.0,1635.0,5.0,50.0,1625000
Maruti Suzuki,Swift VXi [2014-2017],2019,46027,Blue,First,3850.0,1695.0,1530.0,5.0,42.0,695000
Toyota,Yaris J CVT [2018-2020],2018,23148,Red,First,4425.0,1730.0,1495.0,5.0,42.0,875000
Skoda,Octavia 1.8 TSI Style Plus AT [2017],2017,28000,Grey,First,4670.0,1814.0,1476.0,5.0,50.0,1495000
Maruti Suzuki,Swift ZXi AMT [2018-2019],2019,11874,White,First,3840.0,1735.0,1530.0,5.0,37.0,725000
Hyundai,Creta E Plus 1.6 Petrol,2017,50000,Silver,First,4270.0,1780.0,1630.0,5.0,60.0,875000
Ford,Endeavour Trend 2.2 4x2 AT,2016,75000,White,Second,4892.0,1860.0,1837.0,7.0,80.0,2350000
BMW,3-Series 320d Prestige,2019,15500,Blue,First,4633.0,1811.0,1429.0,5.0,57.0,2690000
Maruti Suzuki,Ciaz VDi+ SHVS,2016,82445,Grey,Second,4490.0,1730.0,1485.0,5.0,43.0,695000
Honda,City V,2014,75574,Others,Second,4440.0,1695.0,1495.0,5.0,40.0,600000
Maruti Suzuki,Wagon R LXI CNG,2015,64000,Silver,First,3599.0,1495.0,1700.0,5.0,35.0,375000
Hyundai,i10 Sportz 1.2 Kappa2,2012,75000,White,First,3585.0,1595.0,1550.0,5.0,35.0,315000
Ford,Ecosport Trend 1.5 Ti-VCT,2019,14095,White,First,3999.0,1765.0,1708.0,5.0,52.0,775000
Audi,A6 35 TDI Matrix,2017,17000,White,First,4933.0,1874.0,1455.0,5.0,75.0,3075000
Renault,Duster 110 PS RxZ Diesel,2014,70000,White,First,4315.0,1822.0,1695.0,5.0,50.0,415000
Maruti Suzuki,Ertiga ZDI + SHVS,2017,68000,Grey,First,4296.0,1695.0,1685.0,7.0,45.0,765000
Maruti Suzuki,Swift VXi [2014-2017],2018,40000,Grey,Second,3850.0,1695.0,1530.0,5.0,42.0,520000
Jaguar,XJ 3.0 V6 Portfolio,2015,39000,Black,First,5252.0,1899.0,1457.0,5.0,83.0,3900000
Hyundai,Creta 1.6 SX,2016,72000,Red,First,4270.0,1780.0,1630.0,5.0,60.0,850000
Maruti Suzuki,Ertiga VDI SHVS,2016,39000,Blue,First,4296.0,1695.0,1685.0,7.0,45.0,969999
Maruti Suzuki,Baleno Delta 1.3,2016,62000,Blue,First,3995.0,1745.0,1500.0,5.0,37.0,575000
Ford,Endeavour Sport 2.0 4x4 AT,2021,41086,White,Second,4903.0,1869.0,1837.0,7.0,80.0,3900000
BMW,3-Series 320d Luxury Line,2013,65000,Black,Second,4633.0,1811.0,1429.0,5.0,57.0,1395000
Skoda,Kushaq Style 1.0L TSI AT,2021,7900,Silver,First,4225.0,1760.0,1612.0,5.0,50.0,1625000
Kia,Sonet GTX Plus 1.5 AT [2020-2021],2021,22000,Red,First,3995.0,1790.0,1647.0,5.0,45.0,1499000
Volkswagen,Tiguan Highline TDI,2018,73000,White,Second,4486.0,1839.0,1672.0,5.0,71.0,2050000
Skoda,Octavia 1.8 TSI Style Plus AT [2017],2016,55000,Grey,Second,4670.0,1814.0,1476.0,5.0,50.0,1300000
Skoda,Superb L&K TDI AT,2019,6900,Grey,First,4861.0,1864.0,1483.0,5.0,66.0,3199000
Maruti Suzuki,Swift LXi,2017,65000,Grey,First,3850.0,1695.0,1530.0,5.0,42.0,450000
Honda,Mobilio RS Diesel,2015,48000,White,First,4386.0,1683.0,1603.0,7.0,42.0,675000
Maruti Suzuki,Alto 800 Lxi,2018,48000,Silver,Second,3395.0,1490.0,1475.0,5.0,35.0,280000
Maruti Suzuki,Wagon R LXI ABS,2018,18000,Grey,First,3599.0,1495.0,1700.0,5.0,35.0,425000
Rolls-Royce,Ghost Extended Wheelbase,2011,27000,Blue,Third,5569.0,1948.0,1550.0,5.0,82.5,20000000
Mercedes-Benz,C-Class 220 BlueEfficiency,2012,78000,White,First,4596.0,1770.0,1447.0,5.0,66.0,1250000
Hyundai,Santa Fe 2WD AT [2014-2017],2014,87938,White,Second,4690.0,1880.0,1690.0,7.0,64.0,1175000
Hyundai,Santro Sportz CNG [2018-2020],2019,43000,Silver,First,3610.0,1645.0,1560.0,5.0,60.0,545000
Mercedes-Benz,C-Class 220 CDI Elegance AT,2008,95200,Grey,First,4581.0,1770.0,1447.0,5.0,66.0,495000
Maruti Suzuki,Swift DZire VXI,2016,26000,White,First,3995.0,1695.0,1555.0,5.0,42.0,500000
Maruti Suzuki,Celerio VXi AMT,2015,70000,White,First,3600.0,1600.0,1560.0,5.0,35.0,390000
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],2019,31000,Grey,First,3655.0,1620.0,1675.0,5.0,60.0,575000
Hyundai,i10 Magna 1.2 Kappa2,2012,54556,White,First,3585.0,1595.0,1550.0,5.0,35.0,250000
Maruti Suzuki,DZire VXi,2019,74000,Blue,First,3995.0,1735.0,1515.0,5.0,37.0,685000
Renault,Kwid RXT [2015-2019],2016,64000,Silver,First,3679.0,1579.0,1478.0,5.0,28.0,320000
Maruti Suzuki,S-Cross Delta 1.6,2016,85000,White,Second,4300.0,1765.0,1590.0,5.0,48.0,620000
Maruti Suzuki,Swift VXi [2014-2017],2018,54000,White,First,3850.0,1695.0,1530.0,5.0,42.0,600000
Jeep,Compass Longitude (O) 1.4 Petrol AT [2019-2020],2019,57000,Silver,First,4395.0,1818.0,1640.0,5.0,60.0,1750000
Land Rover,Discovery Sport SE,2018,38000,White,First,4600.0,2173.0,1690.0,7.0,65.0,4950000
Hyundai,Creta 1.6 SX Plus AT,2015,68566,White,First,4270.0,1780.0,1630.0,5.0,60.0,1015000
Toyota,Corolla Altis 1.8 G,2009,68195,White,First,4540.0,1760.0,1480.0,5.0,55.0,390000
Maruti Suzuki,Ciaz Delta 1.4 MT,2017,57000,White,First,4490.0,1730.0,1485.0,5.0,43.0,755000
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2021,45000,White,First,4300.0,1790.0,1635.0,5.0,50.0,1825000
Maruti Suzuki,Celerio VXi AMT,2014,60116,Grey,First,3600.0,1600.0,1560.0,5.0,35.0,416000
Maruti Suzuki,Swift DZire ZDi BS-IV,2010,82202,White,Second,4160.0,1690.0,1530.0,5.0,43.0,325000
Maruti Suzuki,Wagon R LXi Minor,2008,51000,Gold,Second,3520.0,1475.0,1690.0,5.0,35.0,218000
Maruti Suzuki,Ciaz VDi (O) SHVS,2017,86000,White,First,4490.0,1730.0,1485.0,5.0,43.0,650000
Honda,WR-V S MT Diesel,2018,41000,Silver,First,3999.0,1734.0,1601.0,5.0,40.0,790000
Honda,City SV Diesel,2015,76000,Red,First,4440.0,1695.0,1495.0,5.0,40.0,540000
Maruti Suzuki,Swift VDi,2011,120000,Silver,First,3850.0,1695.0,1530.0,5.0,42.0,375000
BMW,X1 sDrive20i xLine,2021,12500,White,First,4447.0,1821.0,1598.0,5.0,51.0,3990000
Porsche,718 Boxster,2018,6300,Grey,First,4379.0,1801.0,1281.0,2.0,54.0,10900000
Maruti Suzuki,Swift DZire VXi,2009,114000,Gold,First,4160.0,1690.0,1530.0,5.0,43.0,245000
Maruti Suzuki,Celerio LXi,2015,25862,Blue,First,3600.0,1600.0,1560.0,5.0,35.0,260000
Skoda,Kodiaq Style 2.0 TDI 4x4 AT,2018,35000,White,First,4697.0,1882.0,1665.0,7.0,63.0,3200000
